,phrases,frequency
1512,chip the,1
1513,chlorin still,1
1514,chocolat cam,1
1515,choked rubb,1
1516,choos carefully,1
1517,choos return,1
1518,choos you,1
1519,choosing one,1
1520,choosing the,1
1521,choosing think,1
1522,chop tow,1
1523,chos asked,1
1524,chos buy,1
1525,chos golden,1
1526,chos product,1
1527,chosen did,1
1528,chril canist,1
1529,chrom macaw,1
1530,chrom picolinat,1
1531,chromebook delivery,1
1532,cigarett ancient,1
1533,cim mad,1
1534,cipestan not,1
1535,city by,1
1536,city delivery,1
1537,city liv,1
1538,city paid,1
1539,city product,1
1540,city request,1
1541,city ther,1
1542,claim stock,1
1543,claim the,1
1544,claim went,1
1545,claimed he,1
1546,claiming tried,1
1547,clarification delay,1
1548,clarification really,1
1549,clarifying probl,1
1550,clas ten,2
1551,clas wa,1
1552,classic one,1
1553,clay cam,1
1554,clay correspond,1
1555,cle blu,1
1556,cle it,2
1557,cle kem,1
1558,cle low,1
1559,cle stained,1
1560,clean packaging,1
1561,clean the,1
1562,clean wa,1
1563,cleaning brush,1
1564,clearly being,1
1565,clearly copy,1
1566,clearly falsified,1
1567,clearly feel,1
1568,clerk not,1
1569,cli two,1
1570,client already,1
1571,client ask,1
1572,client did,1
1573,client dissatisfaction,1
1574,client is,1
1575,client lack,1
1576,client marathon,1
1577,client not,1
1578,client prov,1
1579,client respons,1
1580,client the,1
1581,client thil,1
1582,client would,1
1583,clock adm,1
1584,clock afternoon,1
1585,clock arrived,1
1586,clock bad,1
1587,clock bought,2
1588,clock box,2
1589,clock cam,3
1590,clock canceled,1
1591,clock com,2
1592,clock contact,1
1593,clock delivered,2
1594,clock different,1
1595,clock falsified,1
1596,clock flow,1
1597,clock golden,1
1598,clock lousy,1
1599,clock mechanism,1
1600,clock month,1
1601,clock not,2
1602,clock orig,1
1603,clock released,1
1604,clock request,1
1605,clock rop,1
1606,clock sam,1
1607,clock sent,2
1608,clock stopped,1
1609,clock templat,1
1610,clock the,2
1611,clock tim,1
1612,clock what,1
1613,clock when,1
1614,clock yesterday,1
1615,cloning buy,1
1616,clos correctly,1
1617,clos should,1
1618,clos the,1
1619,clos win,1
1620,closed ten,1
1621,closing purchas,1
1622,cloth bad,1
1623,cloth clean,1
1624,clotheslin received,1
1625,clothing basket,1
1626,clowningaaaaaaaaaaaaaaaaaaaaaaa wanted,1
1627,cm bright,1
1628,cm it,1
1629,cm ninety,1
1630,cm not,1
1631,coal coming,1
1632,coars finish,1
1633,coconut the,1
1634,cod accompany,1
1635,cod addres,1
1636,cod authenticity,1
1637,cod automatically,1
1638,cod com,3
1639,cod not,1
1640,cod pleas,1
1641,cod that,2
1642,cod the,1
1643,cod weight,1
1644,cod without,1
1645,coffe grind,1
1646,coherent position,1
1647,coiled deliv,1
1648,col advertising,1
1649,col aft,1
1650,col asked,2
1651,col bought,1
1652,col cam,4
1653,col card,1
1654,col copp,1
1655,col delivered,2
1656,col different,3
1657,col discovered,1
1658,col erased,1
1659,col gray,1
1660,col handling,1
1661,col hated,1
1662,col howev,1
1663,col int,1
1664,col is,1
1665,col missing,1
1666,col model,1
1667,col much,1
1668,col not,2
1669,col optiom,1
1670,col print,1
1671,col requested,2
1672,col roll,1
1673,col sent,2
1674,col that,1
1675,col the,1
1676,col thil,1
1677,col unfortunately,1
1678,col useles,1
1679,col well,1
1680,col what,1
1681,collagen product,1
1682,collection box,1
1683,colored cartridg,1
1684,com according,1
1685,com acros,1
1686,com and,2
1687,com announced,1
1688,com announcement,1
1689,com anoth,5
1690,com asked,1
1691,com be,2
1692,com blu,1
1693,com br,1
1694,com broken,2
1695,com can,1
1696,com chip,1
1697,com col,1
1698,com complaint,1
1699,com complet,1
1700,com completely,1
1701,com contact,2
1702,com delivery,1
1703,com described,1
1704,com empty,1
1705,com far,3
1706,com full,1
1707,com hav,1
1708,com incomplet,1
1709,com is,1
1710,com it,2
1711,com justification,1
1712,com lie,1
1713,com lik,1
1714,com littl,1
1715,com man,1
1716,com model,1
1717,com much,1
1718,com my,1
1719,com new,1
1720,com no,1
1721,com not,1
1722,com one,2
1723,com plastic,1
1724,com pleas,1
1725,com po,1
1726,com product,2
1727,com providenc,1
1728,com purchased,2
1729,com sent,1
1730,com st,1
1731,com stopped,1
1732,com stor,1
1733,com switch,1
1734,com targaryen,1
1735,com test,1
1736,com the,8
1737,com two,2
1738,com voic,1
1739,com we,1
1740,com within,1
1741,com without,1
1742,com writing,1
1743,com ye,1
1744,comb cart,1
1745,comb comb,1
1746,comb eleven,1
1747,comb mounted,1
1748,comb twelv,1
1749,combat doubl,1
1750,combination hav,1
1751,combined bought,1
1752,combined dat,1
1753,combined deadlin,1
1754,combined the,1
1755,comfort adapt,1
1756,comfort missing,1
1757,comfort not,1
1758,comfortabl would,1
1759,coming all,1
1760,coming back,1
1761,coming open,1
1762,coming request,1
1763,comment did,1
1764,comment not,1
1765,comment stor,1
1766,comment the,1
1767,comment when,1
1768,comment yet,1
1769,commitment bought,1
1770,commitment mad,1
1771,commitment stark,1
1772,commitment the,1
1773,committed mistak,1
1774,communicat nothing,1
1775,communication channel,1
1776,communication probl,1
1777,communication sell,1
1778,communication still,1
1779,communication will,1
1780,compani do,1
1781,compani work,1
1782,companion product,1
1783,company according,1
1784,company although,1
1785,company alway,1
1786,company and,1
1787,company brand,1
1788,company carri,1
1789,company delivered,2
1790,company different,1
1791,company giv,1
1792,company grow,1
1793,company in,1
1794,company is,1
1795,company mad,1
1796,company neith,1
1797,company no,1
1798,company not,8
1799,company now,1
1800,company offered,1
1801,company position,1
1802,company question,1
1803,company received,1
1804,company reliabl,1
1805,company return,1
1806,company sell,1
1807,company sent,1
1808,company simply,1
1809,company sold,1
1810,company solv,1
1811,company spend,1
1812,company tak,1
1813,company targaryen,2
1814,company test,1
1815,company the,3
1816,company thil,1
1817,company took,1
1818,company well,1
1819,company work,1
1820,company yet,1
1821,comparabl the,1
1822,compatibl mirr,1
1823,compatibl my,1
1824,compatibl the,1
1825,compelling amount,1
1826,competent body,1
1827,competi delivered,1
1828,complain if,1
1829,complain non,1
1830,complain nothing,1
1831,complain protocol,1
1832,complain seven,1
1833,complain stor,1
1834,complain the,1
1835,complain try,1
1836,complained anyon,1
1837,complained mail,1
1838,complained no,1
1839,complained not,1
1840,complained the,1
1841,complaining that,1
1842,complaint anymor,1
1843,complaint await,1
1844,complaint becam,1
1845,complaint channel,1
1846,complaint do,1
1847,complaint finally,1
1848,complaint four,1
1849,complaint is,1
1850,complaint lousy,1
1851,complaint non,1
1852,complaint nothing,3
1853,complaint paid,1
1854,complaint sinc,1
1855,complaint so,2
1856,complaint the,1
1857,complaint they,1
1858,complaint wait,1
1859,complaint waiting,1
1860,complet complet,1
1861,complet it,1
1862,complet lack,1
1863,complet product,1
1864,complet purchas,1
1865,complet purchased,1
1866,completed yet,1
1867,completely damaged,2
1868,completely deception,1
1869,completely different,7
1870,completely dissatisfied,3
1871,completely fifty,1
1872,completely mad,1
1873,completing delivery,1
1874,completing purchas,1
1875,completion the,1
1876,component box,1
1877,component disappointment,1
1878,component it,1
1879,composed kit,1
1880,composition cam,1
1881,composition the,1
1882,compromis consum,1
1883,compromis requesting,1
1884,compromising the,1
1885,comput indicated,1
1886,comput is,1
1887,comput screen,1
1888,con mad,1
1889,concern custom,2
1890,concerned the,1
1891,conclusion paid,1
1892,conclusion sent,1
1893,concret information,1
1894,conditiom giv,1
1895,conditiom the,1
1896,condition seemed,1
1897,conf delivery,1
1898,conf the,3
1899,confidenc the,1
1900,configuration of,1
1901,configuration thre,1
1902,confirm the,1
1903,confirm they,1
1904,confirmation payment,1
1905,confirmed cancellation,1
1906,confirmed discounted,1
1907,confirmed one,1
1908,confirmed posted,1
1909,connec delivered,1
1910,connec fifty,1
1911,connec in,1
1912,connec two,1
1913,connect aquarium,1
1914,connected air,1
1915,connected the,1
1916,connectiom it,1
1917,connection err,1
1918,connection fall,1
1919,connection low,1
1920,connection the,1
1921,connectivity impossibl,1
1922,consid not,1
1923,consid stolen,1
1924,consideration toward,1
1925,considering truck,1
1926,consignment the,1
1927,consist delivered,5
1928,consistent the,1
1929,consistently received,1
1930,constant accessori,1
1931,constantly connected,1
1932,construction disappointed,1
1933,consult about,1
1934,consulting opinion,1
1935,consum buy,2
1936,consum cod,1
1937,consum confidenc,1
1938,consum hav,1
1939,consum larg,1
1940,consum no,1
1941,consum right,2
1942,consum send,1
1943,consum serv,1
1944,consuming final,1
1945,consumption two,1
1946,consumption you,1
1947,contact anyon,2
1948,contact bought,1
1949,contact day,1
1950,contact did,1
1951,contact doe,1
1952,contact email,1
1953,contact explain,1
1954,contact hit,1
1955,contact horribl,1
1956,contact justify,1
1957,contact know,3
1958,contact lens,4
1959,contact mail,1
1960,contact not,1
1961,contact partn,1
1962,contact proton,1
1963,contact resolv,1
1964,contact so,2
1965,contact solution,1
1966,contact solv,2
1967,contact speak,1
1968,contact stor,4
1969,contact the,10
1970,contact trad,1
1971,contact twenty,1
1972,contact urgently,2
1973,contact we,2
1974,contacted canist,1
1975,contacted clarification,1
1976,contacted company,1
1977,contacted immediately,1
1978,contacted sand,1
1979,contacted sell,1
1980,contacted stor,1
1981,contacted targaryen,1
1982,contacted to,3
1983,contacting receiv,1
1984,contaim information,1
1985,contaim measur,1
1986,contain is,1
1987,contain me,1
1988,containing two,1
1989,content in,1
1990,content scattered,1
1991,content the,1
1992,continu without,2
1993,continuity the,1
1994,control already,1
1995,control aquarium,1
1996,control arrived,1
1997,control doe,1
1998,control not,1
1999,control put,1
2000,control received,1
2001,control requested,1
2002,control see,1
2003,converg my,1
2004,convert marathon,1
2005,convert two,1
2006,convey indignant,1
2007,convey tbm,1
2008,cook reached,1
2009,cooking extremely,1
2010,cool compatibl,1
2011,cooperation want,1
2012,copp bed,3
2013,copp cam,1
2014,copp is,1
2015,copp seven,1
2016,copy chin,1
2017,cor android,1
2018,cor show,1
2019,corn torn,1
2020,correct addres,1
2021,correct amount,2
2022,correct book,1
2023,correct cancel,1
2024,correct deadlin,1
2025,correct delivery,1
2026,correct description,1
2027,correct descriptiv,1
2028,correct except,1
2029,correct howev,1
2030,correct instruction,1
2031,correct is,1
2032,correct it,1
2033,correct law,1
2034,correct print,1
2035,correct product,6
2036,correct profes,1
2037,correct thil,1
2038,correct tim,1
2039,correct voltag,1
2040,correctly bought,1
2041,correctly did,1
2042,correctly lost,1
2043,correctly my,1
2044,correctly one,1
2045,correctly within,1
2046,correspond expectatiom,1
2047,correspond my,1
2048,correspond phot,1
2049,correspond the,4
2050,correspond what,1
2051,correspondenc far,1
2052,corrupted on,1
2053,corrupted waiting,1
2054,cost much,1
2055,cost one,1
2056,cost two,2
2057,cotton hav,1
2058,cotton unfortunately,1
2059,could bought,1
2060,could cancel,1
2061,could chang,1
2062,could com,1
2063,could contact,1
2064,could get,2
2065,could improv,1
2066,could inform,1
2067,could mak,3
2068,could much,1
2069,could not,4
2070,could only,1
2071,could ov,1
2072,could receiv,1
2073,could request,1
2074,could send,2
2075,could test,1
2076,could track,2
2077,could trust,1
2078,could use,1
2079,could we,1
2080,counted two,1
2081,counterfeit product,1
2082,counterfeit requested,1
2083,counterfeit used,1
2084,counting the,1
2085,country even,1
2086,country occurred,1
2087,coupl mattres,1
2088,coupl silv,1
2089,coupled box,1
2090,coupled doe,1
2091,coupled feeling,1
2092,coupled golden,1
2093,coupled marketplac,1
2094,coupled seal,1
2095,coupled voic,1
2096,coupling the,1
2097,courag do,1
2098,couri far,1
2099,cours get,1
2100,cov cam,1
2101,cov car,1
2102,cov cha,1
2103,cov crossbow,1
2104,cov dry,1
2105,cov fourteen,1
2106,cov it,1
2107,cov larg,1
2108,cov look,1
2109,cov not,2
2110,cov received,1
2111,cov request,1
2112,cov the,3
2113,cov wa,1
2114,covered product,1
2115,coward did,1
2116,crack sourc,1
2117,cracked broken,1
2118,cracked even,1
2119,cracked mad,1
2120,cracked missing,1
2121,cracked need,1
2122,cracked whol,1
2123,cracking product,1
2124,cradl royalty,1
2125,cradl waterproof,1
2126,crap deceit,1
2127,crap do,1
2128,crap misleading,1
2129,crap revolted,1
2130,crap wanted,1
2131,crashed my,1
2132,crea articulated,1
2133,created many,1
2134,creating not,1
2135,creating only,1
2136,credit card,9
2137,credit the,1
2138,credit vouch,1
2139,creep green,1
2140,crim stark,1
2141,crisp piracy,1
2142,criterion commitment,1
2143,crooked caus,1
2144,crooked do,1
2145,crooked evil,1
2146,crossbow tir,1
2147,crown leav,1
2148,crud mistak,1
2149,cryst plan,1
2150,cub exchang,1
2151,cub sever,1
2152,cup each,1
2153,cup missed,1
2154,cup pleas,1
2155,cup the,1
2156,curaprox black,1
2157,curly whit,1
2158,current day,1
2159,curricul ha,1
2160,curricul organization,1
2161,curtaim one,1
2162,curtaim only,4
2163,curtain according,1
2164,curtain bought,1
2165,curtain nothing,1
2166,curtain one,1
2167,curtain roll,1
2168,curtain sent,1
2169,curtain the,2
2170,curtain ugly,1
2171,curtain very,1
2172,cushion baby,1
2173,cushion cam,1
2174,custom addition,1
2175,custom are,1
2176,custom been,1
2177,custom bought,1
2178,custom buy,1
2179,custom is,1
2180,custom it,1
2181,custom passively,1
2182,custom perceived,1
2183,custom product,1
2184,custom satisfaction,2
2185,custom search,1
2186,custom simply,1
2187,custom support,1
2188,custom they,1
2189,custom today,1
2190,custom treatment,1
2191,custom turn,1
2192,custom twenty,1
2193,custom without,1
2194,custom ye,1
2195,cut did,1
2196,cut fragil,1
2197,cutting the,1
2198,da canist,1
2199,da eig,1
2200,dab the,1
2201,daily consumption,1
2202,damaged already,1
2203,damaged bottl,1
2204,damaged crack,1
2205,damaged cracked,1
2206,damaged glued,1
2207,damaged is,1
2208,damaged product,2
2209,damaged requested,1
2210,damaged rout,1
2211,damaged saved,1
2212,damaged shaved,1
2213,damaged sinc,1
2214,damaged tabl,1
2215,damaged you,1
2216,damaging the,1
2217,dark blu,1
2218,dark lin,1
2219,dash even,1
2220,dat already,1
2221,dat centr,1
2222,dat company,1
2223,dat delivery,1
2224,dat did,2
2225,dat each,1
2226,dat end,1
2227,dat far,1
2228,dat hav,1
2229,dat hj,1
2230,dat it,1
2231,dat not,2
2232,dat nothing,1
2233,dat product,1
2234,dat quoted,1
2235,dat receiv,1
2236,dat recent,1
2237,dat ten,1
2238,dat than,1
2239,dat the,1
2240,dat today,2
2241,dat transferring,1
2242,dat twenty,1
2243,dat validity,1
2244,dat wa,1
2245,dat will,1
2246,dat without,1
2247,daught lat,1
2248,daught waited,1
2249,day according,1
2250,day ago,4
2251,day answ,1
2252,day are,1
2253,day arriv,1
2254,day be,1
2255,day bought,1
2256,day cam,1
2257,day confirmed,1
2258,day deadlin,1
2259,day delay,1
2260,day deliv,1
2261,day delivered,1
2262,day delivery,4
2263,day did,1
2264,day dispatch,1
2265,day eight,1
2266,day expected,1
2267,day fi,1
2268,day fifteen,1
2269,day fiv,2
2270,day fourteen,1
2271,day fram,1
2272,day ha,2
2273,day hom,3
2274,day hoping,1
2275,day inform,1
2276,day is,1
2277,day issu,1
2278,day it,2
2279,day lat,3
2280,day maximum,1
2281,day mentioned,1
2282,day nothing,5
2283,day one,2
2284,day pair,1
2285,day payment,2
2286,day pillow,1
2287,day product,1
2288,day purchas,1
2289,day receipt,2
2290,day received,1
2291,day said,1
2292,day saying,1
2293,day send,1
2294,day should,1
2295,day sinc,1
2296,day six,2
2297,day so,1
2298,day still,4
2299,day tel,1
2300,day ten,2
2301,day the,8
2302,day thirty,1
2303,day thre,1
2304,day trying,1
2305,day twelv,1
2306,day twenty,2
2307,day until,1
2308,day use,3
2309,day used,2
2310,day waiting,2
2311,day will,1
2312,day win,1
2313,day without,1
2314,day yesterday,1
2315,de jan,1
2316,de jesu,1
2317,de nev,1
2318,de would,1
2319,dead col,1
2320,dead the,1
2321,deadlin almost,1
2322,deadlin already,2
2323,deadlin am,1
2324,deadlin and,1
2325,deadlin arriv,1
2326,deadlin been,1
2327,deadlin bought,1
2328,deadlin broom,1
2329,deadlin cam,3
2330,deadlin can,1
2331,deadlin claimed,1
2332,deadlin closed,1
2333,deadlin day,1
2334,deadlin defectiv,1
2335,deadlin delivery,4
2336,deadlin did,1
2337,deadlin ended,1
2338,deadlin established,1
2339,deadlin fulfilled,1
2340,deadlin get,1
2341,deadlin ha,1
2342,deadlin hav,1
2343,deadlin howev,2
2344,deadlin inform,1
