,phrases,frequency,English
1387,cancel could,1,
1388,cancel deliveri,3,
1389,cancel did,2,
1390,cancel even,1,
1391,cancel fifteen,1,
1392,cancel five,1,
1393,cancel ha,1,
1394,cancel issuanc,1,
1395,cancel not,2,
1396,cancel now,1,
1397,cancel one,2,
1398,cancel order,2,
1399,cancel plu,1,
1400,cancel product,3,
1401,cancel purchas,13,
1402,cancel reason,1,
1403,cancel request,12,
1404,cancel return,2,
1405,cancel sale,1,
1406,cancel same,1,
1407,cancel shipment,1,
1408,cancel site,1,
1409,cancel stark,1,
1410,cancel store,2,
1411,cancel the,19,
1412,cancel thi,1,
1413,cancel until,1,
1414,cancel wa,1,
1415,cancel wait,1,
1416,cancel want,2,
1417,cancel without,2,
1418,cancel yet,1,
1419,cancel you,1,
1420,candl came,1,
1421,cane bagass,1,
1422,canist allow,1,
1423,canist also,1,
1424,canist alway,1,
1425,canist and,1,
1426,canist ask,1,
1427,canist associ,1,
1428,canist better,1,
1429,canist client,1,
1430,canist com,11,
1431,canist complaint,1,
1432,canist custom,1,
1433,canist deliv,2,
1434,canist deliveri,1,
1435,canist did,1,
1436,canist do,1,
1437,canist doe,1,
1438,canist expect,1,
1439,canist had,1,
1440,canist happen,1,
1441,canist hesit,1,
1442,canist inform,1,
1443,canist it,1,
1444,canist know,1,
1445,canist mani,1,
1446,canist methodolog,1,
1447,canist more,1,
1448,canist name,1,
1449,canist neither,1,
1450,canist never,1,
1451,canist no,3,
1452,canist not,4,
1453,canist of,1,
1454,canist on,1,
1455,canist paid,1,
1456,canist partner,3,
1457,canist phone,1,
1458,canist pleas,1,
1459,canist plu,1,
1460,canist posit,1,
1461,canist problem,1,
1462,canist receiv,1,
1463,canist repres,1,
1464,canist republish,1,
1465,canist request,1,
1466,canist respons,2,
1467,canist site,1,
1468,canist stop,1,
1469,canist store,18,
1470,canist super,1,
1471,canist supplier,1,
1472,canist system,1,
1473,canist targaryen,3,
1474,canist the,3,
1475,canist there,1,
1476,canist they,1,
1477,canist thi,1,
1478,canist think,2,
1479,canist to,1,
1480,canist turn,1,
1481,canist wa,1,
1482,canist websit,10,
1483,canist well,1,
1484,cap with,1,
1485,capit cep,1,
1486,capsul find,1,
1487,capsul not,1,
1488,capsul receiv,2,
1489,capsul the,1,
1490,car arriv,2,
1491,car clio,1,
1492,car differ,1,
1493,car enter,1,
1494,car horribl,1,
1495,car model,1,
1496,car noth,1,
1497,car piec,1,
1498,car tractor,1,
1499,car train,1,
1500,car vacuum,1,
1501,car wa,1,
1502,carbon advanc,1,
1503,card abil,1,
1504,card administr,1,
1505,card await,2,
1506,card came,2,
1507,card did,3,
1508,card due,1,
1509,card evolut,1,
1510,card final,1,
1511,card microshc,1,
1512,card new,1,
1513,card not,1,
1514,card now,1,
1515,card onli,3,
1516,card receiv,2,
1517,card releas,1,
1518,card sand,1,
1519,card sinc,1,
1520,card summar,1,
1521,card targaryen,1,
1522,card the,2,
1523,card then,1,
1524,card they,1,
1525,card troubl,1,
1526,card unfortun,1,
1527,card wa,1,
1528,card want,1,
1529,card will,1,
1530,card work,1,
1531,cardboard box,1,
1532,cardboard export,1,
1533,care came,1,
1534,care care,1,
1535,care not,1,
1536,career three,1,
1537,carpet did,1,
1538,carpet it,1,
1539,carpet ninetyxon,1,
1540,carpet not,2,
1541,carpet onli,1,
1542,carpet receiv,1,
1543,carpet the,1,
1544,carpet veri,1,
1545,carri noth,1,
1546,carri thi,1,
1547,carri wa,1,
1548,carrier hand,1,
1549,carrier if,1,
1550,carrier no,1,
1551,carrier report,1,
1552,carrier until,1,
1553,cart babi,1,
1554,cart deliv,1,
1555,cart mose,1,
1556,cart solv,1,
1557,cart the,2,
1558,cartel color,1,
1559,cartridg came,2,
1560,cartridg comput,1,
1561,cartridg correct,1,
1562,cartridg did,1,
1563,cartridg expens,1,
1564,cartridg hand,1,
1565,cartridg last,1,
1566,cartridg messag,1,
1567,cartridg non,1,
1568,cartridg not,3,
1569,cartridg one,1,
1570,cartridg phone,1,
1571,cartridg printer,2,
1572,cartridg provid,1,
1573,cartridg receiv,1,
1574,cartridg sold,1,
1575,cartridg stop,1,
1576,cartridg we,1,
1577,cartridg when,1,
1578,cartridg would,1,
1579,cascad pr,1,
1580,case bought,1,
1581,case case,3,
1582,case clock,1,
1583,case contain,1,
1584,case evalu,1,
1585,case my,1,
1586,case nf,1,
1587,case one,1,
1588,case send,1,
1589,casino clock,1,
1590,casino model,2,
1591,casino rose,1,
1592,casino vintag,1,
1593,casino watch,3,
1594,cat hare,1,
1595,cat the,1,
1596,categori apach,1,
1597,caus the,1,
1598,cd accompani,1,
1599,cd but,1,
1600,cd the,1,
1601,cd tri,1,
1602,ceas two,1,
1603,cell phone,9,
1604,cellular number,1,
1605,center one,1,
1606,center veri,1,
1607,central canist,1,
1608,central control,1,
1609,central deliv,1,
1610,central jeep,2,
1611,central of,1,
1612,cep twenti,1,
1613,cepfifti five,1,
1614,cepthirti one,1,
1615,certain deliveri,1,
1616,certain urgenc,1,
1617,certainli would,1,
1618,certainti the,1,
1619,certif paper,1,
1620,cf eight,1,
1621,cg one,1,
1622,cha in,1,
1623,chair anoth,1,
1624,chair arm,1,
1625,chair arriv,1,
1626,chair be,2,
1627,chair beauti,1,
1628,chair bought,3,
1629,chair came,2,
1630,chair follow,1,
1631,chair get,1,
1632,chair miss,1,
1633,chair onli,1,
1634,chair receiv,2,
1635,chair seat,1,
1636,chair that,1,
1637,chair two,1,
1638,chair without,1,
1639,chair wive,1,
1640,chan clotheslin,1,
1641,chandeli are,1,
1642,chandeli came,1,
1643,chandeli wa,1,
1644,chang address,1,
1645,chang anoth,1,
1646,chang asid,1,
1647,chang ask,1,
1648,chang batteri,1,
1649,chang cancel,1,
1650,chang continu,1,
1651,chang could,1,
1652,chang doe,1,
1653,chang error,1,
1654,chang evalu,2,
1655,chang lot,1,
1656,chang no,1,
1657,chang not,1,
1658,chang oper,1,
1659,chang opinion,1,
1660,chang product,3,
1661,chang return,1,
1662,chang site,1,
1663,chang the,4,
1664,chang there,1,
1665,chang they,1,
1666,chang unsuccess,1,
1667,chang wait,1,
1668,chang would,1,
1669,channel could,1,
1670,channel want,1,
1671,charg appear,1,
1672,charg batteri,1,
1673,charg cell,1,
1674,charg demand,1,
1675,charg extend,1,
1676,charg for,1,
1677,charg freight,1,
1678,charg is,1,
1679,charg my,2,
1680,charg origin,1,
1681,charg phone,1,
1682,charg singl,1,
1683,charg the,1,
1684,charg two,2,
1685,charg veri,1,
1686,charg without,1,
1687,chargeback wait,1,
1688,charger arriv,1,
1689,charger black,1,
1690,charger here,1,
1691,charger howev,1,
1692,charger not,3,
1693,charger qi,1,
1694,charger sent,1,
1695,charger set,1,
1696,charger tablet,1,
1697,charger the,2,
1698,charger when,1,
1699,charger white,1,
1700,cheap product,1,
1701,cheaper compani,1,
1702,cheaper unfortun,1,
1703,cheat canist,1,
1704,cheat it,1,
1705,cheat product,1,
1706,check appear,1,
1707,check avail,1,
1708,check email,1,
1709,check enjoy,1,
1710,check happen,1,
1711,check inform,1,
1712,check it,1,
1713,check product,1,
1714,check progress,1,
1715,check that,1,
1716,check the,5,
1717,check urgent,1,
1718,check what,1,
1719,chemic fertil,1,
1720,chemistri veri,1,
1721,child carbon,1,
1722,child casino,1,
1723,child risk,1,
1724,child too,1,
1725,child wa,1,
1726,child watch,1,
1727,childhood educ,1,
1728,children chair,1,
1729,children the,1,
1730,china am,1,
1731,china bad,1,
1732,china huge,1,
1733,china still,1,
1734,china want,1,
1735,chines mislead,1,
1736,chines not,1,
1737,ching ling,1,
1738,chip came,1,
1739,chip the,1,
1740,chlorin still,1,
1741,chocol came,1,
1742,choke rubber,1,
1743,choos care,1,
1744,choos one,1,
1745,choos return,1,
1746,choos the,1,
1747,choos think,1,
1748,choos you,1,
1749,chop tower,1,
1750,chose ask,1,
1751,chose buy,1,
1752,chose golden,1,
1753,chose product,1,
1754,chosen did,1,
1755,chri canist,1,
1756,chrome macaw,1,
1757,chrome picolin,1,
1758,chromebook deliveri,1,
1759,cigarett ancient,1,
1760,cim made,1,
1761,cipestan not,1,
1762,citi by,1,
1763,citi deliveri,1,
1764,citi live,1,
1765,citi paid,1,
1766,citi product,1,
1767,citi request,1,
1768,citi there,1,
1769,claim he,1,
1770,claim stock,1,
1771,claim the,1,
1772,claim tri,1,
1773,claim went,1,
1774,clarif delay,1,
1775,clarif realli,1,
1776,clarifi problem,1,
1777,class ten,2,
1778,class wa,1,
1779,classic one,1,
1780,clay came,1,
1781,clay correspond,1,
1782,clean brush,1,
1783,clean packag,1,
1784,cleaner the,1,
1785,cleaner wa,1,
1786,clear blue,1,
1787,clear it,2,
1788,clear kem,1,
1789,clear low,1,
1790,clear stain,1,
1791,clearli be,1,
1792,clearli copi,1,
1793,clearli falsifi,1,
1794,clearli feel,1,
1795,clerk not,1,
1796,client alreadi,1,
1797,client ask,1,
1798,client did,1,
1799,client dissatisfact,1,
1800,client is,1,
1801,client lack,1,
1802,client marathon,1,
1803,client not,1,
1804,client prove,1,
1805,client respons,1,
1806,client the,1,
1807,client thi,1,
1808,client would,1,
1809,clio two,1,
1810,clock admir,1,
1811,clock afternoon,1,
1812,clock arriv,1,
1813,clock bad,1,
1814,clock bought,2,
1815,clock box,2,
1816,clock came,3,
1817,clock cancel,1,
1818,clock come,2,
1819,clock contact,1,
1820,clock deliv,2,
1821,clock differ,1,
1822,clock falsifi,1,
1823,clock flower,1,
1824,clock golden,1,
1825,clock lousi,1,
1826,clock mechan,1,
1827,clock month,1,
1828,clock not,2,
1829,clock origin,1,
1830,clock releas,1,
1831,clock request,1,
1832,clock rope,1,
1833,clock same,1,
1834,clock sent,2,
1835,clock stop,1,
1836,clock templat,1,
1837,clock the,2,
1838,clock time,1,
1839,clock what,1,
1840,clock when,1,
1841,clock yesterday,1,
1842,clone buy,1,
1843,close correctli,1,
1844,close purchas,1,
1845,close should,1,
1846,close ten,1,
1847,close the,1,
1848,close win,1,
1849,cloth bad,1,
1850,cloth basket,1,
1851,cloth clean,1,
1852,clotheslin receiv,1,
1853,clowningaaaaaaaaaaaaaaaaaaaaaaaa want,1,
1854,cm bright,1,
1855,cm it,1,
1856,cm nineti,1,
1857,cm not,1,
1858,coal come,1,
1859,coars finish,1,
1860,coconut the,1,
1861,code accompani,1,
1862,code address,1,
1863,code authent,1,
1864,code automat,1,
1865,code come,3,
1866,code not,1,
1867,code pleas,1,
1868,code that,2,
1869,code the,1,
1870,code weight,1,
1871,code without,1,
1872,coffe grinder,1,
1873,coher posit,1,
1874,coil deliv,1,
1875,collagen product,1,
1876,collect box,1,
1877,color advertis,1,
1878,color after,1,
1879,color ask,2,
1880,color bought,1,
1881,color came,4,
1882,color card,1,
1883,color cartridg,1,
1884,color copper,1,
1885,color deliv,2,
1886,color differ,3,
1887,color discov,1,
1888,color eras,1,
1889,color gray,1,
1890,color handl,1,
1891,color hate,1,
1892,color howev,1,
1893,color inter,1,
1894,color is,1,
1895,color miss,1,
1896,color model,1,
1897,color much,1,
1898,color not,2,
1899,color option,1,
1900,color print,1,
1901,color request,2,
1902,color roll,1,
1903,color sent,2,
1904,color that,1,
1905,color the,1,
1906,color thi,1,
1907,color unfortun,1,
1908,color useless,1,
1909,color well,1,
1910,color what,1,
1911,com br,1,
1912,com complaint,1,
1913,com have,1,
1914,com no,1,
1915,com not,1,
1916,com provid,1,
1917,com stop,1,
1918,com store,2,
1919,com targaryen,1,
1920,comb mount,1,
1921,combat doubl,1,
1922,combin bought,1,
1923,combin date,1,
1924,combin deadlin,1,
1925,combin have,1,
1926,combin the,1,
1927,combo cart,1,
1928,combo combo,1,
1929,combo eleven,1,
1930,combo twelv,1,
1931,come accord,1,
1932,come across,1,
1933,come all,1,
1934,come and,2,
1935,come announc,2,
1936,come anoth,5,
1937,come ask,1,
1938,come back,1,
1939,come be,2,
1940,come blue,1,
1941,come broken,2,
1942,come can,1,
1943,come chip,1,
1944,come color,1,
1945,come complet,2,
1946,come contact,2,
1947,come deliveri,1,
1948,come describ,1,
1949,come empti,1,
1950,come far,3,
1951,come full,1,
1952,come incomplet,1,
1953,come is,1,
1954,come it,2,
1955,come justif,1,
1956,come lie,1,
1957,come like,1,
1958,come littl,1,
1959,come manual,1,
1960,come model,1,
1961,come much,1,
1962,come my,1,
1963,come new,1,
1964,come one,2,
1965,come open,1,
1966,come plastic,1,
1967,come pleas,1,
1968,come poor,1,
1969,come product,2,
1970,come purchas,2,
1971,come request,1,
1972,come sent,1,
1973,come switch,1,
1974,come tester,1,
1975,come the,8,
1976,come two,2,
1977,come voic,1,
1978,come we,1,
1979,come within,1,
1980,come without,1,
1981,come write,1,
1982,come ye,1,
1983,comfort adapt,1,
1984,comfort miss,1,
1985,comfort not,1,
1986,comfort would,1,
1987,comment did,1,
1988,comment not,1,
1989,comment store,1,
1990,comment the,1,
1991,comment when,1,
1992,comment yet,1,
1993,commit bought,1,
1994,commit made,1,
1995,commit mistak,1,
1996,commit stark,1,
1997,commit the,1,
1998,commun channel,1,
1999,commun noth,1,
2000,commun problem,1,
2001,commun seller,1,
2002,commun still,1,
2003,commun will,1,
2004,compani accord,1,
2005,compani although,1,
2006,compani alway,1,
2007,compani and,1,
2008,compani brand,1,
2009,compani carrier,1,
2010,compani deliv,2,
2011,compani differ,1,
2012,compani do,1,
2013,compani give,1,
2014,compani grow,1,
2015,compani in,1,
2016,compani is,1,
2017,compani made,1,
2018,compani neither,1,
2019,compani no,1,
2020,compani not,8,
2021,compani now,1,
2022,compani offer,1,
2023,compani posit,1,
2024,compani question,1,
2025,compani receiv,1,
2026,compani reliabl,1,
2027,compani return,1,
2028,compani sell,1,
2029,compani sent,1,
2030,compani simpli,1,
2031,compani sold,1,
2032,compani solv,1,
2033,compani spend,1,
2034,compani take,1,
2035,compani targaryen,2,
2036,compani test,1,
2037,compani the,3,
2038,compani thi,1,
2039,compani took,1,
2040,compani well,1,
2041,compani work,2,
2042,compani yet,1,
2043,companion product,1,
2044,compar the,1,
2045,compat mirror,1,
2046,compat my,1,
2047,compat the,1,
2048,compel amount,1,
2049,compet bodi,1,
2050,competitor deliv,1,
2051,complain anyon,1,
2052,complain if,1,
2053,complain mail,1,
2054,complain no,1,
2055,complain none,1,
2056,complain not,1,
2057,complain noth,1,
2058,complain protocol,1,
2059,complain seven,1,
2060,complain store,1,
2061,complain that,1,
2062,complain the,2,
2063,complain tri,1,
2064,complaint anymor,1,
2065,complaint await,1,
2066,complaint becam,1,
2067,complaint channel,1,
2068,complaint do,1,
2069,complaint final,1,
2070,complaint four,1,
2071,complaint is,1,
2072,complaint lousi,1,
2073,complaint non,1,
2074,complaint noth,3,
2075,complaint paid,1,
2076,complaint sinc,1,
2077,complaint so,2,
2078,complaint the,1,
2079,complaint they,1,
2080,complaint wait,2,
2081,complet complet,1,
2082,complet damag,2,
2083,complet decept,1,
2084,complet deliveri,1,
2085,complet differ,7,
2086,complet dissatisfi,3,
2087,complet fifti,1,
2088,complet it,1,
2089,complet lack,1,
2090,complet made,1,
2091,complet product,1,
2092,complet purchas,3,
2093,complet the,1,
2094,complet yet,1,
2095,compon box,1,
2096,compon disappoint,1,
2097,compon it,1,
2098,compos kit,1,
2099,composit came,1,
2100,composit the,1,
2101,compromis consum,1,
2102,compromis request,1,
2103,compromis the,1,
2104,comput indic,1,
2105,comput is,1,
2106,comput screen,1,
2107,concern custom,2,
2108,concern the,1,
2109,conclus paid,1,
2110,conclus sent,1,
2111,concret inform,1,
2112,condit give,1,
2113,condit seem,1,
2114,condit the,1,
2115,cone made,1,
2116,confer deliveri,1,
2117,confer the,3,
2118,confid the,1,
2119,configur of,1,
2120,configur three,1,
2121,confirm cancel,1,
2122,confirm discount,1,
2123,confirm one,1,
2124,confirm payment,1,
2125,confirm post,1,
2126,confirm the,1,
2127,confirm they,1,
2128,connect air,1,
2129,connect aquarium,1,
2130,connect error,1,
2131,connect fall,1,
2132,connect imposs,1,
2133,connect it,1,
2134,connect low,1,
2135,connect the,2,
2136,connector deliv,1,
2137,connector fifti,1,
2138,connector in,1,
2139,connector two,1,
2140,consid not,1,
2141,consid stolen,1,
2142,consid truck,1,
2143,consider toward,1,
2144,consign the,1,
2145,consist deliv,5,
2146,consist receiv,1,
2147,consist the,1,
2148,constant accessori,1,
2149,constantli connect,1,
2150,construct disappoint,1,
2151,consult about,1,
2152,consult opinion,1,
2153,consum buy,2,
2154,consum code,1,
2155,consum confid,1,
2156,consum final,1,
2157,consum have,1,
2158,consum larg,1,
2159,consum no,1,
2160,consum right,2,
2161,consum send,1,
2162,consum servic,1,
2163,consumpt two,1,
2164,consumpt you,1,
2165,contact anyon,2,
2166,contact bought,1,
2167,contact canist,1,
2168,contact clarif,1,
2169,contact compani,1,
2170,contact day,1,
2171,contact did,1,
2172,contact doe,1,
2173,contact email,1,
2174,contact explain,1,
2175,contact hit,1,
2176,contact horribl,1,
2177,contact immedi,1,
2178,contact justifi,1,
2179,contact know,3,
2180,contact lens,4,
2181,contact mail,1,
2182,contact not,1,
2183,contact partner,1,
2184,contact proton,1,
2185,contact receiv,1,
2186,contact resolv,1,
2187,contact sand,1,
2188,contact seller,1,
2189,contact so,2,
2190,contact solut,1,
2191,contact solv,2,
2192,contact speak,1,
2193,contact store,5,
2194,contact targaryen,1,
2195,contact the,10,
2196,contact to,3,
2197,contact trade,1,
2198,contact twenti,1,
2199,contact urgent,2,
2200,contact we,2,
2201,contain inform,1,
2202,contain is,1,
2203,contain me,1,
2204,contain measur,1,
2205,contain two,1,
2206,content in,1,
2207,content scatter,1,
2208,content the,1,
2209,continu the,1,
2210,continu without,2,
2211,control alreadi,1,
2212,control aquarium,1,
2213,control arriv,1,
2214,control doe,1,
2215,control not,1,
2216,control put,1,
2217,control receiv,1,
2218,control request,1,
2219,control see,1,
2220,converg my,1,
2221,convert marathon,1,
2222,convert two,1,
2223,conveyor indign,1,
2224,conveyor tbm,1,
2225,cook extrem,1,
2226,cooker reach,1,
2227,cooler compat,1,
2228,cooper want,1,
2229,copi china,1,
2230,coppa seven,1,
2231,copper bed,3,
2232,copper came,1,
2233,copper is,1,
2234,core android,1,
2235,corner torn,1,
2236,corona shower,1,
2237,correct address,1,
2238,correct amount,2,
2239,correct book,1,
2240,correct cancel,1,
2241,correct deadlin,1,
2242,correct deliveri,1,
2243,correct descript,2,
2244,correct except,1,
2245,correct howev,1,
2246,correct instruct,1,
2247,correct is,1,
2248,correct it,1,
2249,correct law,1,
2250,correct printer,1,
2251,correct product,6,
2252,correct professor,1,
2253,correct thi,1,
2254,correct time,1,
2255,correct voltag,1,
2256,correctli bought,1,
2257,correctli did,1,
2258,correctli lost,1,
2259,correctli my,1,
2260,correctli one,1,
2261,correctli within,1,
2262,correspond expect,1,
2263,correspond far,1,
2264,correspond my,1,
2265,correspond photo,1,
2266,correspond the,4,
2267,correspond what,1,
2268,corrupt on,1,
2269,corrupt wait,1,
2270,cost much,1,
2271,cost one,1,
2272,cost two,2,
2273,cotton have,1,
2274,cotton unfortun,1,
2275,could bought,1,
2276,could cancel,1,
2277,could chang,1,
2278,could come,1,
2279,could contact,1,
2280,could get,2,
2281,could improv,1,
2282,could inform,1,
2283,could make,3,
2284,could much,1,
2285,could not,4,
2286,could onli,1,
2287,could over,1,
2288,could receiv,1,
2289,could request,1,
2290,could send,2,
2291,could test,1,
2292,could track,2,
2293,could trust,1,
2294,could use,1,
2295,could wear,1,
2296,count the,1,
2297,count two,1,
2298,counterfeit product,1,
2299,counterfeit request,1,
2300,counterfeit use,1,
2301,countri even,1,
2302,countri occur,1,
2303,coupl box,1,
2304,coupl doe,1,
2305,coupl feel,1,
2306,coupl golden,1,
2307,coupl marketplac,1,
2308,coupl mattress,1,
